corpus,drama,figure_surface,figure_id,Gender,Age
gdc,strq.0,Erster Bedienter,erster_bedienter,MALE,
gdc,strq.0,Hackauf,hackauf,MALE,
gdc,strq.0,Die Väter,die_vaeter,MALE,
gdc,strq.0,Reserl,reserl,FEMALE,
gdc,strq.0,Stellaris,stellaris,MALE,
gdc,strq.0,Wirtin,wirtin,FEMALE,
gdc,strq.0,Zweiter Gesell,zweiter_gesell,MALE,
gdc,strq.0,Mystifax,mystifax,MALE,
gdc,strq.0,Alle Bauern,alle_bauern,MALE,
gdc,strq.0,Alle (I/8),alle_1-8,UNKNOWN,
gdc,strq.0,Erster Gesell,erster_gesell,MALE,
gdc,strq.0,Knieriem,knieriem,MALE,
gdc,strq.0,Alle (I/5),alle_1-5,UNKNOWN,
gdc,strq.0,Camilla,camilla,FEMALE,
gdc,strq.0,Die Söhne,die_soehne,MALE,
gdc,strq.0,Amorosa,amorosa,FEMALE,
gdc,strq.0,Pantsch,pantsch,MALE,
gdc,strq.0,Alle Weiber,alle_weiber,FEMALE,
gdc,strq.0,Hobelmann,hobelmann,MALE,
gdc,strq.0,Lüftig,lueftig,MALE,
gdc,strq.0,Alle Gesellen,alle_gesellen,MALE,
gdc,strq.0,Laura,laura,FEMALE,
gdc,strq.0,Strudl,strudl,MALE,
gdc,strq.0,Hannerl,hannerl,FEMALE,
gdc,strq.0,Fortuna,fortuna,FEMALE,
gdc,strq.0,Sepherl,sepherl,FEMALE,
gdc,strq.0,Chor der alten Zauberer,chor_der_alten_zauberer,MALE,
gdc,strq.0,Alle (II/7),alle_2-7,UNKNOWN,
gdc,strq.0,Ein Zimmermann,ein_zimmermann,MALE,
gdc,strq.0,Maler,maler,MALE,
gdc,strq.0,Gertraud,gertraud,FEMALE,
gdc,strq.0,Leim,leim,MALE,
gdc,strq.0,Alle (I/10),alle_1-10,UNKNOWN,
gdc,strq.0,Fludribus,fludribus,MALE,
gdc,strq.0,Chor der Gesellschaft,chor_der_gesellschaft,UNKNOWN,
gdc,strq.0,Alle (I/2),alle_1-2,UNKNOWN,
gdc,strq.0,Brillantine,brillantine,FEMALE,
gdc,strq.0,Stimmen (von außen),stimmen,UNKNOWN,
gdc,strq.0,Handwerksbursch,handwerksbursch,MALE,
gdc,strq.0,Windwachel,windwachel,MALE,
gdc,strq.0,Lumpazi,lumpazi,MALE,
gdc,strq.0,Zwirn,zwirn,MALE,
gdc,strq.0,Peppi,peppi,FEMALE,
gdc,strq.0,Fremder,fremder,MALE,
gdc,strq.0,Zweiter Bedienter,zweiter_bedienter,MALE,
gdc,strq.0,Hausierer,hausierer,MALE,
gdc,strq.0,Chor,chor,UNKNOWN,
gdc,strq.0,Hilaris,hilaris,MALE,
gdc,strq.0,Palpiti,palpiti,FEMALE,
gdc,strq.0,Alle (III/17),alle_3-17,UNKNOWN,
gdc,strq.0,Fassel,fassel,MALE,
